TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-03,2026-07-03,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14500.0,14590.0,14480.0,14563.09,14550.0,14259.57,,14539.31,,,314,4564499.66,47,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,14336.2,14599.0,14305.01,14588.5,14589.0,14287.5,,14588.4,,,75,1088692.92,26,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14401.0,14606.0,14401.0,14582.76,14599.0,14254.36,,14582.59,,,948,13797403.06,180,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,14306.56,14600.0,14306.56,14586.18,14600.0,14254.67,,14591.39,,,107,1557545.4,39,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,14578.5,14597.0,14501.0,14578.93,14552.8,14211.0,,14588.95,,,105,1527471.6,26,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,14305.01,14600.0,14305.01,14592.86,14556.0,14244.81,,14592.86,,,161,2346645.68,45,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,14250.01,14800.0,14121.0,14661.52,14560.0,14250.33,,14661.52,,,279,4064892.13,77,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,14399.0,14590.0,14399.0,14590.0,14590.0,14100.0,,14590.0,,,20,289459.44,6,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15259.0,15259.0,14451.0,14480.16,14451.0,14499.0,,14480.16,,,7,102140.0,3,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,14300.0,14549.8,14300.0,14549.8,14549.8,14419.0,,14549.8,,,38,548943.91,7,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,14500.0,14594.79,14350.01,14550.32,14573.59,14220.0,,14550.32,,,81,1174600.13,21,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,14385.0,15474.0,14385.0,14598.5,14599.0,14251.0,,14616.09,,,37,539888.96,15,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,14500.0,14590.0,14499.99,14589.99,14589.99,14220.0,,14589.99,,,94,1369886.92,9,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,14400.0,14600.0,14400.0,14600.0,14600.0,14399.0,,14565.0,,,24,346112.0,4,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,14524.0,14525.0,14524.0,14525.0,14525.0,14195.0,,14525.0,,,9,130717.0,2,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,14500.0,14699.0,14500.0,14698.07,14699.0,14025.0,,14702.61,,,18,264370.0,10,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,14500.0,14649.0,14500.0,14570.0,14570.0,14264.9,,14570.0,,,64,928424.0,6,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,14350.0,14649.0,14350.0,14509.25,14503.0,14300.0,,14509.25,,,129,1869330.98,23,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,14499.0,14599.0,14499.0,14573.75,14575.0,14306.28,,14573.75,,,405,5888039.35,45,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,14412.0,14599.0,14412.0,14577.89,14512.0,14258.33,,14577.89,,,269,3918433.91,33,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,14598.99,14616.0,14520.0,14613.21,14576.0,14295.53,,14614.76,,,204,2973881.32,31,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,14511.0,14629.21,14490.07,14602.14,14598.1,14271.91,,14601.43,,,1016,14813968.21,178,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,14550.0,14588.0,14550.0,14587.57,14588.0,14242.23,,14583.67,,,33,480568.0,11,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,14498.1,14560.95,14498.1,14560.0,14560.0,14240.0,,14560.0,,,21,305073.3,10,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,14511.0,14619.0,14500.0,14619.0,14619.0,14235.0,,14619.0,,,41,594650.0,4,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,14550.0,14645.0,14535.0,14581.8,14645.0,14248.0,,14581.8,,,23,335239.28,8,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,14599.0,14601.0,14550.0,14597.96,14598.0,14287.77,,14597.96,,,122,1780631.65,21,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,14551.0,14597.85,14510.0,14551.0,14551.0,14294.69,,14551.0,,,233,3389064.46,39,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,14617.5,14712.99,14546.9,14638.41,14630.0,14252.85,,14585.41,,,272,3978377.61,79,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,14511.0,14645.0,14485.0,14594.84,14620.0,14294.36,,14595.35,,,324,4728864.71,110,F1,1,,,,,
2026-07-03,2026-07-03,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,14511.0,14597.98,14510.0,14597.98,14597.98,14277.07,,14563.04,,,16,232339.96,3,F1,1,,,,,
