TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-14,2026-07-14,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14114.99,14114.99,14015.0,14051.8,14015.0,14129.86,,14051.8,,,60,844012.38,19,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,14148.0,14148.0,14012.1,14066.64,14070.0,14169.98,,14066.64,,,152,2137693.91,47,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14013.0,14139.99,14010.0,14054.57,14075.0,14154.28,,14052.01,,,334,4700693.27,72,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,13950.0,14100.0,13950.0,14046.05,14060.0,14150.0,,14058.46,,,54,758530.05,21,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,14050.01,14095.0,14040.0,14046.66,14040.0,14129.71,,14046.66,,,92,1293949.07,30,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,14023.0,14150.0,14023.0,14087.75,14090.0,14165.0,,14218.88,,,115,1620591.08,39,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,14149.99,14199.0,14014.51,14030.01,14035.0,14156.07,,14030.01,,,449,6310852.69,61,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,14347.38,14347.38,14260.0,14260.0,14260.0,14276.0,,14260.0,,,5,71562.14,5,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,14149.98,14149.98,14149.98,14149.98,14149.98,14150.0,,14149.98,,,5,70749.9,1,F1,1,,,,,
2026-07-14,2026-07-14,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,14150.0,14150.0,14150.0,14150.0,14150.0,14150.0,,14150.0,,,21,297150.0,3,F1,1,,,,,
