TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-09,2026-07-09,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14101.1,14386.99,14101.1,14292.91,14285.0,14286.55,,14285.99,,,156,2221738.31,37,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,14205.0,14350.0,14160.0,14350.0,14350.0,14184.01,,14325.0,,,119,1696762.44,29,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14132.0,14364.97,14132.0,14311.03,14354.0,14130.31,,14305.75,,,140,1999762.8,57,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,14200.0,14350.0,14200.0,14325.0,14350.0,14202.05,,14318.89,,,74,1055243.8,19,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,14235.0,14355.0,14235.0,14354.59,14355.0,14159.85,,14354.59,,,37,529306.23,15,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,14220.0,14443.0,14151.0,14326.83,14312.0,14222.24,,14335.14,,,41,585571.14,18,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,14200.0,14369.49,14125.0,14369.49,14369.49,14191.12,,14284.75,,,108,1541835.68,20,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,14400.0,14400.0,14400.0,14400.0,14400.0,14499.0,,14400.0,,,3,43200.0,3,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,14300.0,14398.0,14300.0,14300.0,14300.0,14079.5,,14200.0,,,11,157398.0,5,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,14232.0,14232.0,14232.0,14232.0,14232.0,14230.0,,14232.0,,,1,14232.0,1,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,14445.0,14487.9,14255.01,14397.7,14487.9,14198.68,,14358.69,,,39,561211.33,15,F1,1,,,,,
