score_date,symbol,fundamental_score,computed_score,previous_score,score_changed,score_source,quarterly_recency_score,annual_recency_score,disclosure_score,filing_consistency_score,shareholding_recency_score,promoter_score,quarterly_recency_days,annual_recency_days,shareholding_recency_days,formal_latest_quarter_end,formal_latest_annual_end,announcement_latest_quarter_end,announcement_latest_annual_end,latest_quarter_end,latest_annual_end,latest_quarter_filing_dt,latest_annual_filing_dt,latest_result_announcement_dt,result_freshness_source,latest_quarter_has_xbrl,latest_annual_has_xbrl,latest_quarter_xbrl,latest_annual_xbrl,latest_financial_format_new,quarterly_filing_count,annual_filing_count,quarterly_period_count,annual_period_count,latest_shareholding_date,latest_shareholding_submission_dt,latest_shareholding_record_id,latest_shareholding_xbrl,latest_promoter_holding,latest_public_holding,previous_score_file
2026-04-24,CIPLA,86,86,86,False,carried_forward,30,8,15,10,15,8,114,754,24,2024-12-31,2024-03-31,2025-12-31,2018-03-31,2025-12-31,2024-03-31,2025-01-29,2024-05-11,2026-01-23,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117946_1364025_29012025113424.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105692_1120846_11052024102427.xml,1,56,14,28,7,2026-03-31,2026-04-21,210242,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656778_21042026080246_WEB.xml,29.21,70.79,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,COALINDIA,82,82,82,False,carried_forward,24,8,15,10,15,10,206,754,24,2024-12-31,2024-03-31,2025-09-30,2022-03-31,2025-09-30,2024-03-31,2025-01-27,2024-05-02,2025-10-29,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117764_1361971_27012025042033.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105167_1113938_02052024063525.xml,1,60,16,30,8,2026-03-31,2026-04-10,207896,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1648798_10042026043546_WEB.xml,63.13,36.87,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,DRREDDY,86,86,86,False,carried_forward,30,8,15,10,15,8,114,754,24,2024-12-31,2024-03-31,2025-12-31,2014-03-31,2025-12-31,2024-03-31,2025-01-24,2024-05-07,2026-01-21,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117601_1360103_24012025015837.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105408_1117459_07052024082340.xml,1,58,16,29,8,2026-03-31,2026-04-21,210088,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656294_21042026042213_WEB.xml,26.63,73.13,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,EICHERMOT,88,88,88,False,carried_forward,30,8,15,10,15,10,114,754,24,2024-12-31,2024-03-31,2025-12-31,2022-03-31,2025-12-31,2024-03-31,2025-02-11,2024-05-11,2026-02-10,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119540_1377661_11022025123429.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105710_1120982_11052024015506.xml,1,58,16,29,8,2026-03-31,2026-04-20,209782,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1655434_20042026064729_WEB.xml,49.06,50.94,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,ETERNAL,56,56,56,False,carried_forward,8,8,15,10,15,0,479,754,24,2024-12-31,2024-03-31,2024-12-31,2024-03-31,2024-12-31,2024-03-31,2025-01-20,2024-05-13,2025-01-22,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117409_1353529_20012025062946.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105794_1122856_13052024092606.xml,1,30,6,15,3,2026-03-31,2026-04-03,207393,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1645714_03042026011438_WEB.xml,0.0,95.27,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,GRASIM,64,64,64,False,carried_forward,8,8,15,10,15,8,479,754,24,2024-12-31,2024-03-31,2024-12-31,2014-03-31,2024-12-31,2024-03-31,2025-02-10,2024-05-23,2025-02-10,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119491_1377333_10022025092957.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106788_1135017_23052024011818.xml,1,58,14,29,7,2026-03-31,2026-04-15,208568,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1651686_15042026065252_WEB.xml,43.74,55.92,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,HCLTECH,88,88,88,False,carried_forward,30,8,15,10,15,10,24,754,24,2024-12-31,2024-03-31,2026-03-31,2023-03-31,2026-03-31,2024-03-31,2025-01-14,2024-04-26,2026-04-21,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117225_1345251_14012025055334.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104836_1109699_26042024085039.xml,1,60,14,30,7,2026-03-31,2026-04-21,210268,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656872_21042026093835_WEB.xml,60.86,38.85,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,HDFCBANK,78,78,78,False,carried_forward,30,8,15,10,15,0,24,754,24,2024-12-31,2024-03-31,2026-03-31,2024-03-31,2026-03-31,2024-03-31,2025-01-23,2024-04-21,2026-04-18,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117525_1359016_23012025122721.xml,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104624_1105245_21042024035835.xml,1,52,12,29,6,2026-03-31,2026-04-02,207379,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1645257_02042026124041_WEB.xml,0.0,100.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,HDFCLIFE,55,55,55,False,carried_forward,30,0,0,0,15,10,24,,24,,,2026-03-31,,2026-03-31,,,,2026-04-16,financial_result_announcements,0,0,,,0,0,0,0,0,2026-03-31,2026-04-21,209879,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1660737_28042026112844_WEB.xml,50.21,49.77,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,HINDALCO,86,86,86,False,carried_forward,30,8,15,10,15,8,114,754,24,2024-12-31,2024-03-31,2025-12-31,2024-03-31,2025-12-31,2024-03-31,2025-02-13,2024-05-24,2026-02-14,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_120402_1382932_13022025080941.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_107050_1137667_24052024054602.xml,1,53,16,30,8,2026-03-31,2026-04-17,208982,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1653017_17042026021047_WEB.xml,34.64,64.87,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,HINDUNILVR,66,66,66,False,carried_forward,8,8,15,10,15,10,479,754,24,2024-12-31,2024-03-31,2024-12-31,2015-03-31,2024-12-31,2024-03-31,2025-01-22,2024-04-24,2025-01-22,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117507_1357438_22012025081234.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104688_1107608_24042024090551.xml,1,52,14,29,7,2026-03-31,2026-04-20,209432,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1654510_20042026110214_WEB.xml,61.9,38.1,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,ICICIBANK,90,90,90,False,carried_forward,30,20,15,10,15,0,24,24,24,2024-12-31,2024-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2025-01-25,2024-04-27,2026-04-18,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117723_1361304_25012025041735.xml,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104871_1110097_27042024050106.xml,1,52,12,29,6,2026-03-31,2026-04-20,209447,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1654552_20042026113117_WEB.xml,0.0,100.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,INDIGO,86,86,86,False,carried_forward,30,8,15,10,15,8,114,754,24,2024-12-31,2024-03-31,2025-12-31,2022-03-31,2025-12-31,2024-03-31,2025-01-24,2024-05-24,2026-01-22,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117624_1360398_24012025044252.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106926_1136594_24052024074141.xml,1,51,15,29,8,2026-03-31,2026-04-21,210003,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656028_21042026021525_WEB.xml,41.57,58.43,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,INFY,83,83,83,False,carried_forward,30,8,15,10,15,5,24,754,24,2024-12-31,2024-03-31,2026-03-31,2015-03-31,2026-03-31,2024-03-31,2025-01-16,2024-04-19,2026-04-23,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117294_1348219_16012025074210.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104589_1099938_19042024112830.xml,1,58,14,29,7,2026-03-31,2026-04-16,208773,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1652323_16042026045034_WEB.xml,14.38,85.38,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,ITC,78,78,78,False,carried_forward,30,8,15,10,15,0,114,754,24,2024-12-31,2024-03-31,2025-12-31,2015-03-31,2025-12-31,2024-03-31,2025-02-06,2024-05-23,2026-01-29,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118941_1373614_06022025072019.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106840_1135573_23052024050307.xml,1,52,14,30,8,2026-03-31,2026-04-17,209036,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1653166_17042026040438_WEB.xml,0.0,100.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,JIOFIN,97,97,97,False,carried_forward,30,20,15,7,15,10,24,24,3,2024-12-31,2024-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2025-01-17,2024-04-19,2026-04-17,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_117340_1350263_17012025080115.xml,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_104606_1102707_19042024080602.xml,1,12,2,6,1,2026-04-21,2026-04-24,210303,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1658211_24042026010209_WEB.xml,49.13,50.87,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,JSWSTEEL,88,88,88,False,carried_forward,30,8,15,10,15,10,114,754,24,2024-12-31,2024-03-31,2025-12-31,2016-03-31,2025-12-31,2024-03-31,2025-01-24,2024-05-17,2026-01-23,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117667_1360809_24012025071342.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106278_1128892_17052024081236.xml,1,57,16,29,8,2026-03-31,2026-04-21,210192,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656626_21042026064612_WEB.xml,45.32,54.49,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,KOTAKBANK,86,86,86,False,carried_forward,30,8,15,10,15,8,114,754,24,2024-12-31,2024-03-31,2025-12-31,2024-03-31,2025-12-31,2024-03-31,2025-01-29,2024-05-04,2026-01-24,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117936_1363939_29012025103003.xml,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_105302_1115636_04052024064257.xml,1,57,14,29,7,2026-03-31,2026-04-16,208880,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1652717_16042026082240_WEB.xml,25.87,74.13,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,LT,78,78,78,False,carried_forward,30,8,15,10,15,0,114,754,24,2024-12-31,2024-03-31,2025-12-31,,2025-12-31,2024-03-31,2025-01-31,2024-05-09,2026-01-28,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118261_1367033_31012025015753.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105518_1118922_09052024035805.xml,1,58,14,29,7,2026-03-31,2026-04-16,208842,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1652548_16042026061922_WEB.xml,0.0,100.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
2026-04-24,M&M,83,83,83,False,carried_forward,30,8,15,10,15,5,114,754,24,2024-12-31,2024-03-31,2025-12-31,2015-03-31,2025-12-31,2024-03-31,2025-02-07,2024-05-16,2026-02-11,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119053_1374435_07022025041001.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106098_1126839_16052024052646.xml,1,51,14,29,7,2026-03-31,2026-04-16,208884,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1656738_21042026074002_WEB.xml,18.45,78.05,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20260423.csv
